Porto[6041] numero 6: (205.03, 237.80) - 5 banchine
Porto[6478] numero 443: (434.30, 451.04) - 3 banchine
Porto[6511] numero 476: (423.75, 440.11) - 3 banchine
Porto[6502] numero 467: (290.27, 307.33) - 4 banchine
Porto[6479] numero 444: (839.39, 856.49) - 5 banchine
Porto[6512] numero 477: (963.23, 981.00) - 7 banchine
Porto[6482] numero 447: (272.27, 288.77) - 1 banchine
Porto[6513] numero 478: (413.08, 431.00) - 5 banchine
Porto[6514] numero 479: (850.96, 866.84) - 9 banchine
Porto[6483] numero 448: (653.24, 677.46) - 10 banchine
Porto[6515] numero 480: (811.17, 846.68) - 8 banchine
Porto[6493] numero 458: (5.51, 21.76) - 9 banchine
Porto[6516] numero 481: (909.79, 925.42) - 7 banchine
Porto[6494] numero 459: (115.77, 132.24) - 7 banchine
Porto[6495] numero 460: (100.33, 116.12) - 10 banchine
Porto[6497] numero 462: (832.35, 848.08) - 5 banchine
Porto[6504] numero 469: (629.07, 780.98) - 3 banchine
Porto[6505] numero 470: (896.98, 913.40) - 8 banchine
Porto[6517] numero 482: (629.16, 645.88) - 9 banchine
Porto[6518] numero 483: (728.89, 745.34) - 1 banchine
Porto[6519] numero 484: (316.66, 332.92) - 9 banchine
Porto[6536] numero 501: (612.64, 644.33) - 6 banchine
Porto[6521] numero 486: (113.19, 130.25) - 4 banchine
Porto[6522] numero 487: (384.51, 416.41) - 6 banchine
Porto[6523] numero 488: (333.56, 350.59) - 10 banchine
Porto[6524] numero 489: (488.10, 502.77) - 3 banchine
Porto[6525] numero 490: (816.35, 830.90) - 4 banchine
Porto[6526] numero 491: (339.57, 353.96) - 2 banchine
Porto[6491] numero 456: (941.20, 973.33) - 10 banchine
Porto[6537] numero 502: (854.32, 869.28) - 4 banchine
Porto[6535] numero 500: (621.20, 658.84) - 7 banchine
Porto[6600] numero 565: (456.86, 471.31) - 1 banchine
Porto[6550] numero 515: (32.49, 66.23) - 8 banchine
Porto[6538] numero 503: (266.67, 299.89) - 4 banchine
Porto[6553] numero 518: (849.23, 864.84) - 3 banchine
Porto[6546] numero 511: (151.76, 167.08) - 3 banchine
Porto[6549] numero 514: (816.93, 850.99) - 7 banchine
Porto[6531] numero 496: (148.05, 163.85) - 7 banchine
Porto[6554] numero 519: (398.90, 413.94) - 4 banchine
Porto[6539] numero 504: (310.14, 325.34) - 5 banchine
Porto[6555] numero 520: (308.71, 341.45) - 4 banchine
Porto[6545] numero 510: (583.22, 598.82) - 5 banchine
Porto[6540] numero 505: (127.64, 142.94) - 10 banchine
Porto[6556] numero 521: (382.63, 416.57) - 6 banchine
Porto[6544] numero 509: (826.23, 842.11) - 5 banchine
Porto[6541] numero 506: (339.62, 373.29) - 3 banchine
Porto[6542] numero 507: (306.53, 322.01) - 9 banchine
Porto[6543] numero 508: (455.98, 471.32) - 10 banchine
Porto[6547] numero 512: (375.10, 405.32) - 2 banchine
Porto[6548] numero 513: (937.48, 951.96) - 3 banchine
Porto[6551] numero 516: (423.25, 437.46) - 9 banchine
Porto[6552] numero 517: (382.37, 413.94) - 4 banchine
Porto[6557] numero 522: (825.02, 855.03) - 8 banchine
Porto[6558] numero 523: (343.55, 357.41) - 10 banchine
Porto[6560] numero 525: (969.39, 983.26) - 8 banchine
Porto[6559] numero 524: (825.55, 856.22) - 5 banchine
Porto[6561] numero 526: (540.37, 554.23) - 10 banchine
Porto[6562] numero 527: (309.50, 339.94) - 9 banchine
Porto[6564] numero 529: (143.10, 157.66) - 4 banchine
Porto[6563] numero 528: (971.11, 2.31) - 7 banchine
Porto[6565] numero 530: (740.51, 755.63) - 10 banchine
Porto[6567] numero 532: (747.55, 762.04) - 5 banchine
Porto[6566] numero 531: (594.82, 609.31) - 10 banchine
Porto[6568] numero 533: (526.55, 541.79) - 6 banchine
Porto[6570] numero 535: (419.73, 434.69) - 4 banchine
Porto[6569] numero 534: (418.72, 433.73) - 2 banchine
Porto[6571] numero 536: (271.95, 287.41) - 8 banchine
Porto[6574] numero 539: (57.98, 88.69) - 5 banchine
Porto[6572] numero 537: (35.45, 50.37) - 1 banchine
Porto[6575] numero 540: (216.58, 231.54) - 1 banchine
Porto[6573] numero 538: (813.93, 829.31) - 2 banchine
Porto[6576] numero 541: (592.76, 625.79) - 7 banchine
Porto[6577] numero 542: (313.12, 328.75) - 5 banchine
Porto[6580] numero 545: (195.84, 229.39) - 5 banchine
Porto[6578] numero 543: (765.18, 800.17) - 1 banchine
Porto[6581] numero 546: (954.66, 973.51) - 9 banchine
Porto[6579] numero 544: (539.20, 553.39) - 10 banchine
Porto[6584] numero 549: (838.38, 852.61) - 2 banchine
Porto[6582] numero 547: (260.80, 275.92) - 1 banchine
Porto[6585] numero 550: (886.40, 903.74) - 1 banchine
Porto[6583] numero 548: (503.09, 518.08) - 5 banchine
Porto[6589] numero 554: (771.51, 802.47) - 8 banchine
Porto[6586] numero 551: (196.07, 227.23) - 5 banchine
Porto[6590] numero 555: (803.35, 838.89) - 6 banchine
Porto[6587] numero 552: (612.18, 627.67) - 3 banchine
Porto[6527] numero 492: (70.49, 89.52) - 4 banchine
Porto[6594] numero 559: (393.44, 408.17) - 6 banchine
Porto[6588] numero 553: (889.52, 905.07) - 3 banchine
Porto[6528] numero 493: (588.02, 602.95) - 5 banchine
Porto[6595] numero 560: (547.90, 578.81) - 6 banchine
Porto[6591] numero 556: (298.75, 313.66) - 5 banchine
Porto[6596] numero 561: (205.31, 219.76) - 8 banchine
Porto[6592] numero 557: (847.60, 878.53) - 9 banchine
Porto[6597] numero 562: (254.99, 269.79) - 9 banchine
Porto[6593] numero 558: (234.06, 248.13) - 1 banchine
Porto[6603] numero 568: (854.78, 886.16) - 7 banchine
Porto[6598] numero 563: (792.32, 822.60) - 7 banchine
Porto[6604] numero 569: (485.23, 499.49) - 6 banchine
Porto[6599] numero 564: (624.45, 639.28) - 9 banchine
Porto[6605] numero 570: (57.38, 90.10) - 8 banchine
Porto[6609] numero 574: (609.50, 624.58) - 10 banchine
Porto[6617] numero 582: (870.22, 884.55) - 10 banchine
Porto[6529] numero 494: (543.84, 559.19) - 5 banchine
Porto[6610] numero 575: (407.68, 422.80) - 4 banchine
Porto[6626] numero 591: (893.79, 909.11) - 10 banchine
Porto[6530] numero 495: (546.08, 577.46) - 8 banchine
Porto[6601] numero 566: (882.45, 898.19) - 8 banchine
Porto[6602] numero 567: (59.28, 76.69) - 2 banchine
Porto[6606] numero 571: (70.65, 84.79) - 3 banchine
Porto[6607] numero 572: (113.00, 130.66) - 10 banchine
Porto[6608] numero 573: (32.75, 48.00) - 10 banchine
Porto[6532] numero 497: (724.48, 759.16) - 3 banchine
Porto[6533] numero 498: (668.46, 684.74) - 5 banchine
Porto[6534] numero 499: (232.01, 248.36) - 4 banchine
Porto[6619] numero 584: (849.89, 864.10) - 4 banchine
Porto[6614] numero 579: (644.03, 658.80) - 9 banchine
Porto[6611] numero 576: (435.33, 449.82) - 9 banchine
Porto[6625] numero 590: (569.66, 584.23) - 4 banchine
Porto[6612] numero 577: (800.45, 832.70) - 5 banchine
Porto[6630] numero 595: (648.82, 679.33) - 6 banchine
Porto[6616] numero 581: (851.53, 866.07) - 4 banchine
Porto[6624] numero 589: (140.47, 155.25) - 6 banchine
Porto[6615] numero 580: (368.93, 383.73) - 3 banchine
Porto[6613] numero 578: (488.33, 503.01) - 3 banchine
Porto[6629] numero 594: (540.84, 557.61) - 5 banchine
Porto[6622] numero 587: (570.14, 585.98) - 2 banchine
Porto[6621] numero 586: (420.10, 435.86) - 3 banchine
Porto[6623] numero 588: (817.80, 835.21) - 9 banchine
Porto[6660] numero 625: (368.73, 400.41) - 10 banchine
Porto[6618] numero 583: (297.30, 312.10) - 3 banchine
Porto[6627] numero 592: (592.78, 625.97) - 3 banchine
Porto[6661] numero 626: (953.63, 968.32) - 4 banchine
Porto[6628] numero 593: (357.70, 372.79) - 4 banchine
Porto[6662] numero 627: (250.64, 281.44) - 1 banchine
Porto[6640] numero 605: (857.52, 872.10) - 1 banchine
Porto[6663] numero 628: (924.01, 938.78) - 4 banchine
Porto[6641] numero 606: (630.94, 645.75) - 10 banchine
Porto[6664] numero 629: (849.09, 863.92) - 6 banchine
Porto[6642] numero 607: (602.18, 616.84) - 9 banchine
Porto[6665] numero 630: (481.31, 495.71) - 10 banchine
Porto[6666] numero 631: (151.55, 186.63) - 5 banchine
Porto[6644] numero 609: (395.99, 412.74) - 6 banchine
Porto[6620] numero 585: (536.49, 572.85) - 5 banchine
Porto[6645] numero 610: (705.60, 726.79) - 8 banchine
Porto[6667] numero 632: (892.43, 927.19) - 5 banchine
Porto[6631] numero 596: (940.88, 957.55) - 3 banchine
Porto[6646] numero 611: (634.00, 678.33) - 2 banchine
Porto[6669] numero 634: (7.45, 42.12) - 8 banchine
Porto[6647] numero 612: (458.38, 490.77) - 4 banchine
Porto[6670] numero 635: (307.41, 322.16) - 10 banchine
Porto[6668] numero 633: (114.67, 129.95) - 10 banchine
Porto[6648] numero 613: (441.72, 457.35) - 10 banchine
Porto[6653] numero 618: (907.92, 923.58) - 6 banchine
Porto[6654] numero 619: (736.02, 769.12) - 2 banchine
Porto[6655] numero 620: (673.34, 688.64) - 7 banchine
Porto[6656] numero 621: (732.82, 747.40) - 4 banchine
Porto[6643] numero 608: (27.90, 58.73) - 2 banchine
Porto[6676] numero 641: (39.50, 72.51) - 1 banchine
Porto[6718] numero 683: (372.62, 387.05) - 7 banchine
Porto[6730] numero 695: (529.55, 544.28) - 7 banchine
Porto[6675] numero 640: (788.70, 803.48) - 5 banchine
Porto[6726] numero 691: (134.78, 152.38) - 3 banchine
Porto[6744] numero 709: (848.73, 869.68) - 2 banchine
Porto[6632] numero 597: (859.07, 892.78) - 2 banchine
Porto[6704] numero 669: (803.49, 836.66) - 10 banchine
Porto[6633] numero 598: (36.28, 51.52) - 7 banchine
Porto[6684] numero 649: (467.07, 482.06) - 3 banchine
Porto[6634] numero 599: (947.26, 962.63) - 6 banchine
Porto[6693] numero 658: (971.99, 987.25) - 5 banchine
Porto[6635] numero 600: (850.52, 883.12) - 10 banchine
Porto[6673] numero 638: (253.28, 268.77) - 7 banchine
Porto[6636] numero 601: (227.32, 242.14) - 7 banchine
Porto[6674] numero 639: (61.46, 75.59) - 6 banchine
Porto[6637] numero 602: (300.15, 315.08) - 1 banchine
Porto[6685] numero 650: (582.38, 599.73) - 1 banchine
Porto[6638] numero 603: (780.63, 818.02) - 7 banchine
Porto[6639] numero 604: (638.70, 653.73) - 4 banchine
Porto[6682] numero 647: (718.41, 750.91) - 2 banchine
Porto[6672] numero 637: (504.84, 522.26) - 4 banchine
Porto[6691] numero 656: (95.66, 109.84) - 9 banchine
Porto[6703] numero 668: (224.75, 239.40) - 7 banchine
Porto[6686] numero 651: (812.09, 826.67) - 6 banchine
Porto[6694] numero 659: (854.11, 885.67) - 2 banchine
Porto[6677] numero 642: (437.54, 452.11) - 4 banchine
Porto[6649] numero 614: (72.42, 102.55) - 10 banchine
Porto[6650] numero 615: (976.78, 992.16) - 3 banchine
Porto[6651] numero 616: (655.13, 669.61) - 7 banchine
Porto[6699] numero 664: (822.89, 837.15) - 9 banchine
Porto[6678] numero 643: (938.46, 971.07) - 5 banchine
Porto[6700] numero 665: (34.82, 64.78) - 6 banchine
Porto[6679] numero 644: (495.51, 509.20) - 6 banchine
Porto[6692] numero 657: (370.15, 402.09) - 2 banchine
Porto[6680] numero 645: (97.72, 111.74) - 2 banchine
Porto[6683] numero 648: (87.72, 102.45) - 9 banchine
Porto[6681] numero 646: (374.86, 408.94) - 4 banchine
Porto[6687] numero 652: (85.71, 100.59) - 4 banchine
Porto[6688] numero 653: (965.47, 980.52) - 1 banchine
Porto[6689] numero 654: (663.53, 677.59) - 2 banchine
Porto[6707] numero 672: (631.91, 647.62) - 4 banchine
Porto[6695] numero 660: (792.27, 808.13) - 7 banchine
Porto[6652] numero 617: (687.97, 720.46) - 9 banchine
Porto[6696] numero 661: (940.84, 974.31) - 8 banchine
Porto[6708] numero 673: (679.29, 694.10) - 2 banchine
Porto[6697] numero 662: (639.51, 671.55) - 6 banchine
Porto[6701] numero 666: (890.11, 910.07) - 9 banchine
Porto[6709] numero 674: (2.29, 45.05) - 5 banchine
Porto[6702] numero 667: (24.01, 56.72) - 8 banchine
Porto[6710] numero 675: (326.66, 342.29) - 4 banchine
Porto[6705] numero 670: (223.15, 253.58) - 8 banchine
Porto[6706] numero 671: (354.43, 392.72) - 8 banchine
Porto[6711] numero 676: (280.13, 317.07) - 3 banchine
Porto[6714] numero 679: (735.07, 765.49) - 8 banchine
Porto[6712] numero 677: (562.16, 595.36) - 9 banchine
Porto[6690] numero 655: (474.54, 489.61) - 5 banchine
Porto[6715] numero 680: (991.60, 6.11) - 2 banchine
Porto[6671] numero 636: (414.13, 428.18) - 4 banchine
Porto[6713] numero 678: (690.97, 723.57) - 8 banchine
Porto[6716] numero 681: (114.79, 129.39) - 7 banchine
Porto[6719] numero 684: (311.95, 343.55) - 7 banchine
Porto[6720] numero 685: (473.01, 487.36) - 6 banchine
Porto[6723] numero 688: (805.07, 836.39) - 9 banchine
Porto[6724] numero 689: (382.63, 397.12) - 2 banchine
Porto[6698] numero 663: (436.82, 452.23) - 8 banchine
Porto[6725] numero 690: (837.66, 869.10) - 4 banchine
Porto[6657] numero 622: (143.43, 157.65) - 6 banchine
Porto[6658] numero 623: (507.54, 522.40) - 4 banchine
Porto[6659] numero 624: (869.47, 885.05) - 9 banchine
Porto[6717] numero 682: (551.35, 567.15) - 1 banchine
Porto[6721] numero 686: (698.11, 717.04) - 5 banchine
Porto[6731] numero 696: (195.38, 211.26) - 2 banchine
Porto[6732] numero 697: (949.80, 984.01) - 4 banchine
Porto[6722] numero 687: (877.31, 895.88) - 6 banchine
Porto[6733] numero 698: (946.97, 961.93) - 6 banchine
Porto[6734] numero 699: (671.55, 703.05) - 1 banchine
Porto[6727] numero 692: (147.96, 178.37) - 3 banchine
Porto[6729] numero 694: (616.94, 631.98) - 9 banchine
Porto[6739] numero 704: (549.90, 569.93) - 3 banchine
Porto[6728] numero 693: (940.23, 959.21) - 3 banchine
Porto[6740] numero 705: (670.04, 687.90) - 4 banchine
Porto[6735] numero 700: (53.82, 70.71) - 4 banchine
Porto[6743] numero 708: (137.44, 186.47) - 4 banchine
Porto[6737] numero 702: (588.66, 610.34) - 5 banchine
Porto[6745] numero 710: (212.73, 229.53) - 1 banchine
Porto[6741] numero 706: (757.47, 778.36) - 2 banchine
Porto[6736] numero 701: (36.72, 53.20) - 8 banchine
Porto[6742] numero 707: (165.99, 182.59) - 8 banchine
Porto[6746] numero 711: (625.25, 641.35) - 2 banchine
Porto[6738] numero 703: (792.17, 847.54) - 9 banchine
Porto[6747] numero 712: (112.68, 131.55) - 10 banchine
Porto[6759] numero 724: (166.60, 183.63) - 3 banchine
Porto[6760] numero 725: (233.23, 247.54) - 3 banchine
Porto[6763] numero 728: (76.01, 90.04) - 10 banchine
Porto[6764] numero 729: (160.81, 176.11) - 5 banchine
Porto[6767] numero 732: (953.54, 970.03) - 7 banchine
Porto[6768] numero 733: (271.90, 286.65) - 10 banchine
Porto[6770] numero 735: (657.35, 672.14) - 6 banchine
Porto[6771] numero 736: (636.89, 668.46) - 1 banchine
Porto[6774] numero 739: (223.72, 238.04) - 3 banchine
Porto[6775] numero 740: (929.25, 960.57) - 5 banchine
Porto[6778] numero 743: (525.14, 540.03) - 3 banchine
Porto[6779] numero 744: (906.84, 921.70) - 9 banchine
Porto[6782] numero 747: (432.09, 447.04) - 3 banchine
Porto[6783] numero 748: (461.82, 492.66) - 7 banchine
Porto[6784] numero 749: (325.98, 356.67) - 8 banchine
Porto[6785] numero 750: (420.18, 450.87) - 8 banchine
Porto[6790] numero 755: (58.18, 88.31) - 4 banchine
Porto[6791] numero 756: (495.69, 528.08) - 4 banchine
Porto[6792] numero 757: (956.06, 971.17) - 1 banchine
Porto[6795] numero 760: (580.49, 594.67) - 9 banchine
Porto[6796] numero 761: (587.93, 606.42) - 1 banchine
Porto[6797] numero 762: (782.03, 796.25) - 9 banchine
Porto[6816] numero 781: (968.03, 984.69) - 2 banchine
Porto[6756] numero 721: (85.61, 100.14) - 8 banchine
Porto[6757] numero 722: (759.77, 774.06) - 4 banchine
Porto[6758] numero 723: (440.61, 454.20) - 4 banchine
Porto[6761] numero 726: (269.85, 285.11) - 5 banchine
Porto[6762] numero 727: (311.76, 345.60) - 7 banchine
Porto[6765] numero 730: (158.20, 174.71) - 7 banchine
Porto[6766] numero 731: (167.86, 203.96) - 5 banchine
Porto[6817] numero 782: (260.60, 275.03) - 8 banchine
Porto[6818] numero 783: (817.86, 832.54) - 2 banchine
Porto[6819] numero 784: (414.14, 428.10) - 2 banchine
Porto[6820] numero 785: (187.99, 203.34) - 4 banchine
Porto[6793] numero 758: (40.22, 72.78) - 10 banchine
Porto[6857] numero 822: (563.48, 578.31) - 2 banchine
Porto[6805] numero 770: (320.20, 335.40) - 5 banchine
Porto[6821] numero 786: (455.32, 489.23) - 1 banchine
Porto[6803] numero 768: (836.42, 855.80) - 9 banchine
Porto[6835] numero 800: (882.63, 898.29) - 5 banchine
Porto[6776] numero 741: (612.45, 645.43) - 9 banchine
Porto[6804] numero 769: (1.84, 35.15) - 6 banchine
Porto[6839] numero 804: (443.37, 459.22) - 9 banchine
Porto[6822] numero 787: (419.37, 450.97) - 10 banchine
Porto[6749] numero 714: (786.84, 802.01) - 6 banchine
Porto[6777] numero 742: (323.71, 339.12) - 1 banchine
Porto[6823] numero 788: (876.65, 892.49) - 6 banchine
Porto[6772] numero 737: (309.03, 324.61) - 8 banchine
Porto[6809] numero 774: (507.74, 541.02) - 7 banchine
Porto[6829] numero 794: (862.63, 881.98) - 2 banchine
Porto[6807] numero 772: (294.02, 308.73) - 1 banchine
Porto[6830] numero 795: (75.36, 90.11) - 3 banchine
Porto[6769] numero 734: (965.37, 980.29) - 3 banchine
Porto[6831] numero 796: (978.85, 993.44) - 7 banchine
Porto[6832] numero 797: (305.38, 320.81) - 9 banchine
Porto[6836] numero 801: (859.12, 890.04) - 3 banchine
Porto[6808] numero 773: (352.21, 368.25) - 6 banchine
Porto[6806] numero 771: (708.64, 723.69) - 1 banchine
Porto[6837] numero 802: (992.39, 415.06) - 2 banchine
Porto[6810] numero 775: (491.33, 524.15) - 6 banchine
Porto[6838] numero 803: (954.79, 994.73) - 2 banchine
Porto[6815] numero 780: (859.93, 893.28) - 5 banchine
Porto[6841] numero 806: (158.50, 173.73) - 6 banchine
Porto[6813] numero 778: (405.12, 438.69) - 8 banchine
Porto[6814] numero 779: (515.25, 821.23) - 5 banchine
Porto[6842] numero 807: (465.57, 486.90) - 7 banchine
Porto[6812] numero 777: (677.45, 709.34) - 10 banchine
Porto[6843] numero 808: (332.32, 346.41) - 5 banchine
Porto[6773] numero 738: (972.89, 987.93) - 3 banchine
Porto[6748] numero 713: (596.35, 610.58) - 3 banchine
Porto[6780] numero 745: (727.89, 760.47) - 5 banchine
Porto[6781] numero 746: (502.81, 517.17) - 9 banchine
Porto[6786] numero 751: (163.31, 177.54) - 3 banchine
Porto[6787] numero 752: (164.33, 179.89) - 5 banchine
Porto[6788] numero 753: (390.73, 424.05) - 4 banchine
Porto[6811] numero 776: (277.09, 292.44) - 4 banchine
Porto[6802] numero 767: (323.97, 341.02) - 3 banchine
Porto[6850] numero 815: (481.63, 495.97) - 7 banchine
Porto[6789] numero 754: (592.02, 606.61) - 5 banchine
Porto[6847] numero 812: (770.00, 786.99) - 4 banchine
Porto[6848] numero 813: (61.36, 93.27) - 5 banchine
Porto[6849] numero 814: (646.53, 661.49) - 6 banchine
Porto[6801] numero 766: (713.77, 745.70) - 6 banchine
Porto[6852] numero 817: (336.78, 350.70) - 2 banchine
Porto[6853] numero 818: (578.15, 592.93) - 1 banchine
Porto[6909] numero 874: (782.70, 796.75) - 8 banchine
Porto[6824] numero 789: (519.02, 557.41) - 2 banchine
Porto[6755] numero 720: (502.54, 521.79) - 5 banchine
Porto[6858] numero 823: (691.63, 729.15) - 7 banchine
Porto[6889] numero 854: (39.38, 94.47) - 2 banchine
Porto[6825] numero 790: (450.48, 482.83) - 4 banchine
Porto[6754] numero 719: (926.32, 941.23) - 9 banchine
Porto[6800] numero 765: (701.47, 717.02) - 10 banchine
Porto[6896] numero 861: (27.30, 41.45) - 1 banchine
Porto[6919] numero 884: (587.79, 602.02) - 5 banchine
Porto[6826] numero 791: (354.30, 371.66) - 10 banchine
Porto[6910] numero 875: (574.82, 607.28) - 3 banchine
Porto[6753] numero 718: (570.57, 589.64) - 3 banchine
Porto[6860] numero 825: (146.44, 160.52) - 2 banchine
Porto[6861] numero 826: (352.71, 367.43) - 3 banchine
Porto[6854] numero 819: (96.05, 130.13) - 4 banchine
Porto[6751] numero 716: (335.10, 351.24) - 7 banchine
Porto[6940] numero 905: (919.98, 937.85) - 2 banchine
Porto[6828] numero 793: (319.44, 334.87) - 1 banchine
Porto[6865] numero 830: (245.18, 264.24) - 1 banchine
Porto[6750] numero 715: (880.26, 896.21) - 5 banchine
Porto[6833] numero 798: (658.38, 673.47) - 3 banchine
Porto[6866] numero 831: (904.13, 919.49) - 4 banchine
Porto[6840] numero 805: (308.36, 324.00) - 8 banchine
Porto[6867] numero 832: (382.43, 397.96) - 5 banchine
Porto[6844] numero 809: (299.41, 314.56) - 8 banchine
Porto[6874] numero 839: (293.05, 308.36) - 6 banchine
Porto[6845] numero 810: (344.82, 359.96) - 2 banchine
Porto[6875] numero 840: (114.12, 146.40) - 8 banchine
Porto[6834] numero 799: (794.04, 839.20) - 4 banchine
Porto[6876] numero 841: (141.93, 157.33) - 8 banchine
Porto[6846] numero 811: (437.39, 452.61) - 6 banchine
Porto[6799] numero 764: (622.50, 639.59) - 4 banchine
Porto[6877] numero 842: (589.89, 604.83) - 5 banchine
Porto[6869] numero 834: (907.21, 942.79) - 2 banchine
Porto[6878] numero 843: (436.17, 451.03) - 2 banchine
Porto[6868] numero 833: (741.74, 757.93) - 6 banchine
Porto[6794] numero 759: (144.90, 183.52) - 1 banchine
Porto[6752] numero 717: (14.29, 47.10) - 4 banchine
Porto[6879] numero 844: (6.64, 23.96) - 5 banchine
